Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/ (homepage),16,0,16000,15763.119162500061,7559.912900000199,18325.342299998738,32547.0,0.21821105868078886,0.0,16000,16000,18000,18000,18000,18000,18000,18000,18000,18000,18000
GET,/?page=[n],15,0,16000,15725.732386666883,11031.531900000118,18336.97960000063,32582.8,0.20457286751323955,0.0,16000,16000,17000,18000,18000,18000,18000,18000,18000,18000,18000
GET,/health,9,0,15000,14830.722988888738,7588.851799999247,17356.46359999737,2.0,0.12274372050794373,0.0,15000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/post/[id],17,0,16000,15611.573029411802,9798.253600001772,17886.903400001756,34989.294117647056,0.23184924984833816,0.0,16000,17000,17000,17000,18000,18000,18000,18000,18000,18000,18000
GET,/search,11,0,16000,15933.718418181921,12916.17640000186,18153.20090000023,93716.90909090909,0.15002010284304232,0.0,16000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
GET,/search/suggestions,9,0,15000,15309.938522221879,12660.47189999881,17640.29319999827,475.8888888888889,0.12274372050794373,0.0,15000,16000,16000,16000,18000,18000,18000,18000,18000,18000,18000
GET,/sitemap.xml,25,0,6300,7344.406848000217,2430.3798000000825,13613.210799998342,44644.0,0.34095477918873257,0.0,6300,8000,11000,11000,13000,13000,14000,14000,14000,14000,14000
,Aggregated,102,0,15000,13565.09471862752,2430.3798000000825,18336.97960000063,36819.598039215685,1.3910954990900288,0.0,15000,16000,16000,17000,18000,18000,18000,18000,18000,18000,18000
