Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781451050,50,,Aggregated,5.100000,3.700000,13000,15000,19000,20000,22000,22000,23000,23000,23000,23000,23000,174,99,13000,13441.515389080461,2808.858100001089,23430.611200001294,17386.620689655174
1781451051,50,,Aggregated,5.100000,3.700000,13000,14000,18000,20000,22000,22000,23000,23000,23000,23000,23000,178,100,13000,13272.506526966303,2808.858100001089,23430.611200001294,17693.157303370786
1781451052,50,,Aggregated,5.100000,3.700000,13000,14000,18000,20000,22000,22000,23000,23000,23000,23000,23000,178,100,13000,13272.506526966303,2808.858100001089,23430.611200001294,17693.157303370786
1781451053,50,,Aggregated,5.600000,3.900000,13000,13000,17000,20000,22000,22000,23000,23000,23000,23000,23000,189,108,13000,12901.54964074075,2808.858100001089,23430.611200001294,17164.867724867723
1781451054,50,,Aggregated,5.700000,3.900000,13000,13000,17000,19000,22000,22000,23000,23000,23000,23000,23000,191,109,13000,12845.199852356041,2808.858100001089,23430.611200001294,17183.544502617802
1781451055,50,,Aggregated,5.000000,3.300000,12000,13000,17000,19000,22000,22000,23000,23000,23000,23000,23000,195,111,12000,12744.804870769254,2808.858100001089,23430.611200001294,17716.466666666667
1781451056,50,,Aggregated,5.000000,3.300000,12000,13000,17000,19000,22000,22000,23000,23000,23000,23000,23000,198,112,12000,12678.464212121247,2808.858100001089,23430.611200001294,17817.166666666668
1781451057,50,,Aggregated,4.500000,2.900000,12000,13000,17000,19000,22000,22000,23000,23000,23000,23000,23000,199,112,12000,12663.838947738723,2808.858100001089,23430.611200001294,17900.51256281407
1781451058,50,,Aggregated,3.800000,2.200000,12000,13000,17000,19000,22000,22000,23000,23000,23000,23000,23000,204,116,12000,12598.905053431436,2808.858100001089,23430.611200001294,17752.99019607843
1781451059,50,,Aggregated,3.800000,2.200000,12000,13000,16000,19000,22000,22000,23000,23000,23000,23000,23000,206,117,11000,12583.019204854425,2808.858100001089,23430.611200001294,17748.718446601943
1781451060,50,,Aggregated,3.800000,2.200000,12000,13000,16000,19000,22000,22000,23000,23000,23000,23000,23000,207,117,12000,12579.503509661885,2808.858100001089,23430.611200001294,18079.454106280195
1781451061,50,,Aggregated,3.800000,2.200000,12000,13000,16000,19000,22000,22000,23000,23000,23000,23000,23000,207,117,12000,12579.503509661885,2808.858100001089,23430.611200001294,18079.454106280195
1781451062,50,,Aggregated,4.200000,2.600000,12000,13000,16000,19000,22000,22000,23000,23000,23000,23000,23000,209,118,12000,12585.74591196176,2808.858100001089,23430.611200001294,18068.44976076555
1781451063,50,,Aggregated,4.200000,2.600000,12000,13000,16000,19000,22000,22000,23000,23000,23000,23000,23000,209,118,12000,12585.74591196176,2808.858100001089,23430.611200001294,18068.44976076555
